PrintedDate,ItemCode,Description,Price,Cost,Quantity
2019-02-12 17:22:45,00310,Classic Long Dress KK16 XL,90000.0,60000.0,0.0
2019-02-12 17:22:45,00311,[HL] Dadali navy S,120000.0,89000.0,0.0
2019-02-12 17:22:45,00312,[HL] Dadali navy M,120000.0,89000.0,0.0
2019-02-12 17:22:45,00313,Dadali black S,120000.0,89000.0,0.0
2019-02-12 17:22:45,00314,[HL] Dadali black M,120000.0,89000.0,0.0
2019-02-12 17:22:45,00315,Dadali black XL,120000.0,89000.0,0.0
2019-02-12 17:22:45,00317,Dadali lavender XL,120000.0,89000.0,0.0
2019-02-12 17:22:45,00318,Dadali Dress dusty pink S,120000.0,87000.0,0.0
2019-02-12 17:22:45,00319,Suren Jumbo black,130000.0,94000.0,0.0
2019-02-12 17:22:45,00320,Dadali mint L,149000.0,109000.0,0.0
